STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
44,20110014,Phuong Uyen,20TTH1,4,10,4,7.6
45,20110015,Linh An,20TTH1,4,4,6,4.2
46,20110016,Thuy Dung,20TTH1,4,7,10,6.4
47,20110017,Tung Bach,20TTH1,6,5,4,5.2
48,20110018,Le Minh Thu,20TTH1,7,8,4,7.3
49,20110019,Nguye Thieu ,20TTH1,5,6,6,5.7
50,20110020,Le Minh Hung,20TTH1,6,4,4,4.6
51,20110021,Le Trong Hung,20TTH1,9,7,8,7.7
52,20110022,Tuong Vy,20TTH1,6,6,7,6.1
53,20110023,Nguyen Linh,20TTH1,6,6,10,6.4
54,20110024,Phung Minh Kha,20TTH1,4,5,7,4.9
55,20110025, Hoang Long,20TTH1,6,4,9,5.1
56,20110026, Hoai Khanh Ly,20TTH1,10,6,9,7.5
57,20110027,Hoang My,20TTH1,8,4,10,5.8
58,20110028,Ky Nam,20TTH1,4,4,10,4.6
59,20110029,Vo Thuy ,20TTH1,9,5,10,6.7
60,20110030,Thuy Nhien,20TTH1,4,10,6,7.8
61,21120001,Nguyen Huu Khai Duy,20CTT1,5,4,5,4.4
62,21120002,Dam Huy Giau,20CTT1,6,4,7,4.9
63,21120003,Tang Nhat Hao,20CTT1,7,6,6,6.3
64,21120004,Nguyen Dieu Linh,20CTT1,7,10,7,8.8
65,21120005,Ngo Hong Phi Loan,20CTT1,7,6,8,6.5
66,21120006,Nguyen Ho Nam,20CTT1,6,8,6,7.2
67,21120007,Phan Nguyen Hoai Nam,20CTT1,9,8,5,8
68,21120008,Bo Khanh Ngoc,20CTT1,5,5,8,5.3
69,21120009,Nguyen Ba Thao Nguyen,20CTT1,10,8,4,8.2
70,21120010,Nguyen Nhat Yen Phuong,20CTT1,6,8,6,7.2
71,21120011,Tran Nguyen Tan,20CTT1,10,10,10,10
72,21120012,Nguyen Hoang Phuc Tien,20CTT1,7,5,5,5.6
73,21120013,Nguyen Le Phuong Trang,20CTT1,9,7,6,7.5
74,21120014,Pham Thi Kim Thanh,20CTT1,7,10,4,8.5
75,21120015,Pham Thi Bich Van,20CTT1,4,4,9,4.5
76,21120016,Ly Xuan Anh,20CTT1,9,7,5,7.4
77,21120017,Ngo Thi Kim Anh,20CTT1,6,10,6,8.4
78,21120018,Ngo Thi Phuong Anh,20CTT1,8,10,6,9
79,21120019,Nguyen Minh Tram Anh,20CTT1,5,4,10,4.9
80,21120020,Pham My Anh,20CTT1,10,9,10,9.4
81,21120021,Tran Thi Minh Anh,20CTT1,10,4,4,5.8
82,21120022,Tran Ngoc Bac,20CTT1,7,8,6,7.5
83,21120023,Vu Van Cang,20CTT1,5,6,5,5.6
84,21120024,Doan Le Bao Chau,20CTT1,5,6,7,5.8
85,21120025,Ha Vinh Kim Chau,20CTT1,7,7,10,7.3
86,21120026,Doan Ngoc Uyen Chi,20CTT1,10,4,10,6.4
87,21120027,Nguyen Ngoc Phuong Chi,20CTT1,8,10,6,9
88,21120028,Phan Huu Chuc,20CTT1,10,10,10,10
89,21120029,Nguyen Duy Anh Chuong,20CTT1,7,5,5,5.6
90,21120030,Dang Quoc Cuong,20CTT1,9,7,6,7.5
