STT,MSSV,TEN,LOP,DIEM GIUA KI,DIEM CUOI KI,DIEM KHAC,TONG KET
46,21170016,le Cao,21HOH1,4,4,6,4.2
47,21170017,Le Hoang,21HOH1,4,7,10,6.4
48,21170018,Ling Trong,21HOH1,6,5,4,5.2
49,21170019,Sa Thi Man,21HOH1,7,8,4,7.3
50,21170020,Xuat Son,21HOH1,5,6,6,5.7
51,21170021,But Linh,21HOH1,6,4,4,4.6
52,21170022,Quy Khu,21HOH1,9,7,8,7.7
53,21170023,Khap Huyet,21HOH1,6,6,7,6.1
54,21170024,Van May,21HOH1,6,6,10,6.4
55,21170025,Ta Truc,21HOH1,4,5,7,4.9
56,21170026,Han Thien,21HOH1,6,4,9,5.1
57,21170027,Sa Tuoc,21HOH1,10,6,9,7.5
58,21170028,Khiem Phuc,21HOH1,8,4,10,5.8
59,21170029,Khoi Thu,21HOH1,4,4,10,4.6
60,21170030,Van Da,21HOH1,9,5,10,6.7
61,21150020,Nguyen Tien Dat,21SHH1,4,10,6,7.8
62,21150022,Tran Nguyen Thanh Dat,21SHH1,5,4,5,4.4
63,21150024,Tran Nguyen Minh Dong,21SHH1,6,4,7,4.9
64,21150026,Ho Thi Kim Dung,21SHH1,7,6,6,6.3
65,21150028,Le Thi Thuy Duong,21SHH1,7,10,7,8.8
66,21150030,Mai Quoc Duy,21SHH1,7,6,8,6.5
67,21150032,Nguyen Thi Hong Gam,21SHH1,6,8,6,7.2
68,21150034,Nguyen Quynh Giang,21SHH1,9,8,5,8
69,21150036,Nguyen Thi Thu Ha,21SHH1,5,5,8,5.3
70,21150038,Tran My Han,21SHH1,10,8,4,8.2
71,21150040,Le Ngoc Thanh Hien,21SHH1,6,8,6,7.2
72,21150042,Le Viet Hien,21SHH1,10,10,10,10
73,21150044,Vo Minh Hieu,21SHH1,6,5,4,5.2
74,21150046,Phan My Hue,21SHH1,7,4,10,5.5
75,21150048,Nguyen Thi Kim Huong,21SHH1,5,10,5,8
76,21150050,Nguyen Le Hoang Huy,21SHH1,10,10,10,10
77,21150052,Tang Giac Huy,21SHH1,8,4,7,5.5
78,21150054,Dao Thi Huyen,21SHH1,7,7,6,6.9
79,21150056,Huynh Tan Thanh Kha,21SHH1,10,7,5,7.7
80,21150058,Tran Van Khai,21SHH1,9,6,4,6.7
81,21150060,Truong Vi Khang,21SHH1,4,5,4,4.6
82,21150062,Dang Dang Khoa,21SHH1,10,4,4,5.8
83,21150064,Nguyen Tran Nhac Khoa,21SHH1,7,8,6,7.5
84,21150066,Ho Le Minh Khue,21SHH1,5,6,5,5.6
85,21150068,Pham Thi Thuy Kieu,21SHH1,5,6,7,5.8
86,21150070,Pham Tran Thien Kim,21SHH1,7,7,10,7.3
87,21150072,Le Vinh Lam,21SHH1,10,4,10,6.4
88,21150074,Nguy Ngoc Hoang Lan,21SHH1,8,10,6,9
89,21150076,Dang Thi Yen Linh,21SHH1,10,10,10,10
90,21150078,Nguyen Doan Nhu Linh,21SHH1,7,5,5,5.6
